manga_id,manga_name,manga_rank
39459,Yan Huang - Xiao Yuan Mi Yin,3854
40587,Hanazakari no Kimitachi e: After Story,3855
41239,Haru Meguru,3856
44855,Hoshi wo Ou Kodomo: Agartha no Shounen,3857
46738,Kedamono Kareshi,3858
48035,Wagatsuma-san wa Ore no Yome,3859
54817,Kanojo ni Naru Hi,3860
56113,Ohimesama no Himitsu,3861
67019,Fuuka,3862
67187,Buddy Complex,3863
73711,Medaka Box: Juvenile - Shousetsu-ban,3864
81133,Kagerou Daze Koushiki Anthology Comic: Bitter,3865
81435,Koisaku Potager,3866
83181,Debusen,3867
83695,Sayuri-san no Imouto wa Tenshi,3868
85884,Mahou Shoujo Madoka★Magica: Homura Revenge!,3869
86887,Happy Life Hajimaru,3870
87067,Aoyama Tsukiko desu!,3871
87601,Spirit Migration,3872
88929,Gochuumon wa Usagi desu ka? Anthology Comic,3873
89961,"No Game No Life, desu!",3874
92672,Kimi wa Kawaii Onnanoko,3875
92842,Takane no Hana nara Ochitekoi!!,3876
95862,Prince of Stride: Galaxy Rush,3877
103834,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,3878
106803,The iDOLM@STER Cinderella Girls: U149,3879
110154,Shin Chuuka Ichiban!,3880
111185,Tonari wa Nani wo Kuu Hito zo,3881
112226,"Nanoni, Chigira-kun ga Amasugiru.",3882
112466,Rental Oniichan,3883
113958,Boushoku no Berserk: Ore dake Level to Iu Gainen wo Toppa suru the Comic,3884
115522,Shishunki Renaissance! David-kun,3885
99,Zombie-Loan,3886
103,Never Give Up!,3887
190,Juunikyuu de Tsukamaete,3888
248,Family Complex,3889
253,Tenchi Muyou! Sasami-chan À la Carte,3890
334,Gravitation: The Novel,3891
450,Missile Happy!,3892
1046,Saint Seiya Episode G,3893
1159,Tennen! Zetsumetsu Hero!!,3894
1282,Itoshi no Kana,3895
1640,D-ash,3896
1673,Jackals,3897
1772,Tenma no Ketsuzoku,3898
1808,Ogawa to Yukai na Saitou-tachi,3899
1908,Hatsukoi Limited.,3900
1929,Loose Senki: Old Boy,3901
2893,Kannagi,3902
3073,Kenja no Ishi,3903
3581,Chou yo Hana yo,3904
3778,Mei-chan no Shitsuji,3905
4249,Umi no Misaki,3906
4250,Megane Ouji,3907
4614,Saru Lock,3908
5390,Clannad 4-koma Manga Gekijyou,3909
5586,Shura no Mon,3910
6234,Shuffle: Tick! Tack!,3911
7438,Outlaw Star,3912
7646,The Nightmare Before Christmas,3913
7926,"Fake: Like, Like, Love",3914
8413,"Kiss, Zekkou, Kiss: Bokura no Baai",3915
11544,Aphorism,3916
11603,Kisshou Tennyo,3917
12239,Seiken no Blacksmith,3918
12965,Shin Tennis no Ouji-sama,3919
13122,Baki Gaiden: Scarface,3920
13469,Gyakuten Kenji,3921
13511,Helen ESP,3922
14158,Nocturne,3923
14956,Kyuukyoku Choujin R,3924
16252,Moujuu wa Ori no Naka,3925
16468,Kyouran Kazoku Nikki,3926
16812,Kono Koi wo Wasurenai.,3927
19285,Tenchi Shinmei!,3928
19467,Famima!,3929
20065,SKET Dance,3930
20890,Ame ni Niteiru,3931
21365,God Eater: Kinki wo Yaburu Mono,3932
23223,Mahou Shoujo Lyrical Nanoha,3933
23261,Tatoe Konohana ga Sakanakutemo,3934
24058,Wolf Guy,3935
25687,Soukai Kessen,3936
26292,Black★Rock Shooter: Innocent Soul,3937
26370,Dark Air,3938
28755,Hoshi wo Ou Kodomo,3939
29027,Omoi no Kakera,3940
33585,The iDOLM@STER 2: The World Is All One!!,3941
37953,Wild Wing,3942
41949,Renai Boukun,3943
44591,Tsukikage Baby,3944
44669,Ozmafia!!,3945
44757,Ito Junji Kyoufu Manga Collection - Ayatsuri no Yashiki,3946
44769,Itou Junji Kyoufu Manga Collection 16: Frankenstein,3947
45179,"Soshite, Hare ni Naru",3948
48321,Koukaku Kidoutai: Arise - Sleepless Eye,3949
49003,Latin,3950
49397,Kimi ni Koishite Ii desu ka.,3951
49505,Houkago Play: High Heels,3952
49611,Hal,3953
51025,Absolute Duo,3954
54761,Saint Seiya: Saintia Shou,3955
57961,Mune ga Naru no wa Kimi no Sei,3956
62861,"Nee, Dare ni mo Himitsu da yo",3957
64389,Rail Wars! Nihon Kokuyuu Tetsudou Kouantai - The Revolver,3958
67819,Tartaros Gekijou,3959
70465,Fujimi Lovers,3960
70473,Mokushiroku Alice,3961
70663,Mononogatari,3962
74345,Steins;Gate: Hoshikuzu no Duplet,3963
75933,B Group no Shounen,3964
77237,Ao Haru Ride: Special Booklet,3965
77957,Sekai no Hajikko to Anzu Jam,3966
79891,Urakata!!,3967
80813,Houkago no Fairytail,3968
83425,Mugen Sowaka: Tokyo Shoujo Onmyouji,3969
91609,Rokudenashi Majutsu Koushi to Akashic Records,3970
92087,Shichisei no Subaru,3971
93510,Tetsunaki no Kirinji,3972
93529,Boku ni Hana no Melancholy,3973
93530,Komi-san wa Comyushou desu.,3974
94576,Subtle Disaster,3975
98696,Boku to Ane no Kekkon,3976
100495,Kumika no Mikaku,3977
101234,Orenchi no Maid-san,3978
103489,Issak,3979
103761,Kono Yuusha ga Ore Tueee Kuse ni Shinchou sugiru,3980
104271,Chi no Wadachi,3981
105753,"Owari Nochi, Asanagi-kurashi.",3982
108906,Ryuu no Haisha,3983
109543,Kyoufu no Juusou,3984
109565,Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,3985
134,MÄR,3986
459,Mugen Spiral,3987
482,Platinum Garden,3988
519,Seikai no Monshou,3989
607,Ghost Only: Yuurei Senyou Restaurant,3990
730,Open Sesame,3991
924,Gertrude no Recipe,3992
962,Tenshi na Konamaiki,3993
1050,Minekura Kazuya Tanpenshuu - Hachi no Su,3994
1440,Shirley,3995
1504,Gogo Monster,3996
1543,Mirai Nikki: Mosaic,3997
1984,Harlem Beat wa Yoake made,3998
3117,Inukami!,3999
4455,Ryuu no Hanawazurai,4000
5062,Akaku Saku Koe,4001
5898,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,4002
6902,Toudo no Tabibito,4003
6957,Love Like Crazy,4004
7238,Macross Frontier,4005
7274,Giri Koi,4006
7572,Minna Ai no Seine,4007
7634,High School! Kimengumi,4008
7857,Pokémon DP: Pocket Monsters Diamond Pearl Monogatari,4009
7868,Love Fighter!,4010
8562,Chronicles of the Grim Peddler,4011
9734,Martin & John,4012
9838,Lovely♥Lesson: Chuukyuu-hen,4013
10055,Emma,4014
10296,Valkyrie Profile,4015
11575,Take Over Zone,4016
11577,Stardust★Wink,4017
12292,Higurashi no Naku Koro ni: Kokoroiyashi-hen,4018
12412,"Haikei, Nanashi-sama",4019
12413,Besharigurashi,4020
14729,Coppelion,4021
14990,Will o' Wisp,4022
15045,Kataomoi no Mukougawa,4023
15649,Tenkyuugi: Sephirahnatus,4024
17153,Orange Chocolate,4025
17367,Togainu no Chi True Blood,4026
18046,Esper Mami,4027
18528,Ookami Lover,4028
18960,Yuru Koi,4029
19156,Countach,4030
19551,K-On! Anthology Comic,4031
20461,Love♥Zipper,4032
20686,Chrome Shelled Regios 4-Koma: Felli's Song,4033
21074,Ouji no Kikan,4034
21371,Mardock Scramble,4035
23670,Toriaezu Densetsu no Yuusha no Densetsu,4036
24557,Inochi,4037
24600,Ro-Kyu-Bu!,4038
24689,Hana ni Kedamono,4039
26533,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,4040
27921,Tiger & Bunny Comic Anthology,4041
28621,Aoharu x Kikanjuu,4042
29743,Kimi no Tame nara Shineru,4043
30987,Haikyuu!!,4044
34167,Waratte! Sotomura-san,4045
36015,Poyopoyo Kansatsu Nikki,4046
36267,Boku wa Mari no Naka,4047
37231,Wasureyuki,4048
42173,Majo to Hatsukoi.,4049
42925,Majimoji Rurumo: Makai-hen,4050
43935,Kare wa Tomodachi Plus,4051
45843,Aura: Maryuuin Kouga Saigo no Tatakai,4052
46896,Nekoka Danshi no Shitsukekata,4053
46998,So I Married an Anti-Fan,4054
48961,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,4055
49809,HajiOtsu.,4056
52741,Hadi Girl,4057
56507,Log Horizon: Nishikaze no Ryodan,4058
57135,Dr. Duo,4059
58173,Next Life,4060
59299,Sekai Oni,4061
61309,Final Fantasy Reishiki Gaiden: Hyouken no Shinigami,4062
65051,Nisekoi: Urabana,4063
69941,Seiken Tsukai no World Break,4064
75171,Funouhan,4065
75553,Monogatari no Naka no Hito,4066
81499,Ore Yome. Ore no Yome ni Nare yo,4067
83907,Kagerou Daze Koushiki Anthology Comic: Sweet,4068
86919,Love Phantom,4069
87028,Boku wa Tomodachi ga Sukunai: Connect,4070
87501,I Love You yori Aishiteru,4071
89703,Isekai Tensei Soudouki,4072
90601,Corpse Party,4073
95075,Game: Suit no Sukima,4074
101263,Tales of Berseria,4075
102682,Itoshi no Anneli,4076
103766,Shirokuma Tensei: Mori no Shugoshin ni Natta zo Densetsu,4077
105466,Albert-ke no Reijou wa Botsuraku wo Goshomou desu,4078
108421,Sekirei: Kanojo no Inai 365-nichi no Koto,4079
110031,Summertime Render,4080
110455,Shirahata no Shoujo,4081
87,Tactics,4082
89,Gals!,4083
147,Sono Mukou no Mukougawa,4084
163,Kimi ni shika Kikoenai,4085
206,Kidou Senshi Gundam 0079,4086
335,Gravitation: Voice of Temptation,4087
396,Kingdom Hearts,4088
414,Mamotte! Lollipop,4089
526,Shirahimeshou,4090
530,Snow Drop,4091
728,Tetsuwan Atom,4092
758,Yo no Na wa Zushio,4093
931,Shoujo Kakumei Utena: Adolescence Mokushiroku,4094
1541,Confession,4095
2505,Kokoro Kikai.,4096
2538,Legend of Nereid,4097
2686,Ai wo Utau yori Ore ni Oborero!,4098
3075,HaruHana,4099
3147,Mr. Fullswing,4100
3578,Shikei Shikkouchuu Datsugoku Shinkouchuu,4101
3849,The Other Side of the Mirror,4102
3946,Chocolat,4103
4404,Kidou Senshi Gundam 00F,4104
5911,Freezing,4105
6808,Saikou no Kiss wo Ageru,4106
7160,Front Mission: Dog Life & Dog Style,4107
7402,Dou Danjo!?,4108
7750,Naze Nani Honey?,4109
7780,Princess Ver.1,4110
7844,Corseltel no Ryuujitsushi,4111
8024,Chikyuu Koushinkyoku,4112
8141,Kimi ga Aruji de Shitsuji ga Ore de,4113
8847,Nogizaka Haruka no Himitsu,4114
11156,Hekikai no AiON,4115
11193,Shinkyoku Soukai Polyphonica Crimson,4116
11222,S-senjou no Tena,4117
11951,Ten yori mo Hoshi yori mo,4118
13300,Rakuen,4119
14283,Miru Furuuru,4120
14647,Hanasaki Kanon,4121
15148,Mobile Suit Gundam 00I,4122
16036,Jiujiu: Jujuu,4123
16088,Kidou Senshi Gundam SEED C.E.73 Stargazer,4124
17372,Death Sweeper,4125
17596,Film Girl,4126
18354,Ebisu-san to Hotei-san,4127
19185,Hyakunen Renbo,4128
19984,My Boyfriend Is a Vampire,4129
20683,OZ,4130
21301,Gyakuten Honey,4131
21741,Air Koi,4132
22028,Don't Cheat on Me!,4133
22518,Usotsuki Mii-kun to Kowareta Maa-chan: Totteoki no Uso,4134
22638,Velvet Kiss,4135
23109,"Moshi Koukou Yakyuu no Joshi Manager ga Drucker no ""Management"" wo Yondara",4136
23864,GANTZ/EXA,4137
24362,Tonnura-san,4138
24566,GIRL,4139
25149,World End Garden,4140
27385,Futari no Himitsu,4141
29475,Tenshi ½ Houteishiki,4142
29553,Tiger & Bunny,4143
31573,Uta no☆Prince-sama♪Comic Anthology,4144
31853,Emanon - Sasurai Emanon Episode: 1,4145
33675,Hanma Baki 10.5 Gaiden - Pickle,4146
35061,Scientia,4147
35769,Gokusen Bangaichi,4148
36869,Tales of Xillia: Side;Jude,4149
37525,Devil Survivor,4150
37563,Terra Formars,4151
39821,Aura: Maryuuin Kouga Saigo no Tatakai,4152
41961,God of Bath,4153
45773,Shuumatsu no Laughter,4154
57849,Mawaru Penguindrum,4155
64271,Strange Dragon,4156
65095,Marginal Operation,4157
68853,Kantan na Monitor desu,4158
69747,Noragami: Awase Kagami,4159
74173,World Customize Creator,4160
79209,"Urami Koi, Koi, Urami Koi.",4161
81455,Kokoro Connect: On Air,4162
82789,Ikai Shinki to no Reunion,4163
85269,Takeo-chan Bukkairoku,4164
86042,Persona Q: Shadow of the Labyrinth - Side:P4,4165
86683,Ouji ga Watashi wo Akiramenai!,4166
91866,Working!! Web-ban,4167
94169,Kakushigoto,4168
94811,Utsusemi ni Akari,4169
94878,Swap⇔Swap,4170
95464,Majo to Neko no Hanashi,4171
96567,My Fair Neighbor,4172
97952,Run Over,4173
98615,Kurohyou to 16-sai,4174
99453,Trickster,4175
102447,Jichou Shinai Motoyuusha no Tsuyokute Tanoshii New Game,4176
102636,Maid kara Haha ni Narimashita,4177
108117,Fate/Grand Order: Turas Réalta,4178
109773,Theseus no Fune,4179
111404,Saenai Ryman to Yankee Joshikousei,4180
112322,Kindaichi 37-sai no Jikenbo,4181
113138,Jujutsu Kaisen,4182
114849,Yondome wa Iya na Shizokusei Majutsushi,4183
425,Psycho Busters,4184
937,Ikinari! Full Metal Panic!,4185
1015,Miyuki,4186
1053,Star Ocean: The Second Story,4187
1082,Karasuma Kyouko no Jikenbo,4188
1154,Zero no Tsukaima,4189
1229,Short Cuts,4190
1450,Skyhigh,4191
1451,Divine Melody,4192
1636,Chocolat,4193
1789,Captain Tsubasa,4194
2139,Majo,4195
2926,Ikenai Navigation,4196
3165,Boku wo Tsutsumu Tsuki no Hikari: BokuTama Jisedai-hen,4197
3400,Hatsukoi Shimai,4198
3653,7 Jikan-me Rhapsody,4199
3850,Sensei no Susume,4200
3885,Zero,4201
4354,W-Pinch!!,4202
4424,Aozora Pop,4203
5587,Honey Crush,4204
6814,Mai-HiME Destiny,4205
6818,Senpai to Kanojo,4206
6962,The Moment When a Fox Becomes a Wolf,4207
7080,Nanairo Inko,4208
7363,G・DEFEND,4209
7391,Da Capo II: Imaginary Future,4210
7423,Ouji-sama no Tsukurikata,4211
7676,Ouchi e Kaerou,4212
7752,Zenbu Shiritai♡,4213
8053,Butterfly Kiss,4214
8751,Landreaall,4215
9261,Hoshi-iro no Okurimono,4216
10282,Akage no Anne,4217
10707,Suki Nandesu,4218
10776,Teppen!,4219
11087,Boku kara Kimi ga Kienai,4220
11664,Senjou no Valkyria: Gallian Chronicles,4221
12042,Code Geass: Hangyaku no Lelouch Koushiki Comic Anthology For Girls - Knight,4222
12359,Fuyu no Hana,4223
12450,Nononono,4224
12451,Wolf Guy: Ookami no Monshou,4225
12673,Shitsuren Chocolatier,4226
14197,Koigokoro♥Koushinchuu,4227
14997,Tiara,4228
16032,Papa Told Me,4229
16532,Nurarihyon no Mago,4230
18690,BlazBlue Official Comics,4231
18745,Sweet Bitter Love,4232
19224,Fu-fu,4233
19288,Lover Puzzle,4234
22627,Fujoshi Kanojo,4235
25197,C³,4236
27785,Densetsu no Yuusha no Densetsu: Revision,4237
28933,Tamayura,4238
32297,Tiger & Bunny The Comic,4239
33605,Dadadadan.,4240
33837,IS: Infinite Stratos - Koushiki Anthology Comic,4241
34377,Gokukoku no Brynhildr,4242
39589,Kiteretsu Daihyakka,4243
40447,Hatoful Kareshi,4244
43777,49,4245
43855,Wanko ni Kuchizuke,4246
46874,Devil Survivor 2: The Animation,4247
47669,Inu to Hasami wa Tsukaiyou,4248
51069,Uso Kano,4249
51945,Steins;Gate: Heni Kuukan no Octet,4250
55913,Heart to Give,4251
56249,Hundred,4252
56505,Keijo!!!!!!!!,4253
63271,Eromanga-sensei,4254
63775,Tsurutsuru to Zarazara no Aida,4255
67995,Kore kara Hajimaru Koi wo Oshiete,4256
70189,Seikai no Monshou,4257
70717,Opapagoto,4258
73631,Haikyuu!! Shousetsu-ban!!,4259
75289,Kounodori,4260
75587,Baku to Nemurihime,4261
77427,Hibi Chouchou x Hirunaka no Ryuusei,4262
77597,Adachi to Shimamura,4263
77665,7th Garden,4264
80187,Pochi Kuro,4265
80223,Versailles no Bara: Episode-hen,4266
81551,Durarara!! Relay,4267
83729,Aldnoah.Zero Gaiden: Twin Gemini,4268
86593,Isekai Ryouridou,4269
88235,Sore wo Koigokoro to Yobu no nara,4270
88595,Long Riders!,4271
89247,Sekai de Ichiban Warui Majo,4272
90160,Zui Wu Dao,4273
92759,Fudanshi Koukou Seikatsu,4274
92968,Ito Junji Kyoufu Hakubutsukan 10: Shibito no Koiwazurai,4275
96179,Criminale!,4276
96383,Ushio to Tora,4277
99528,Rikei ga Koi ni Ochita no de Shoumei shitemita.,4278
99584,Emperor to Issho,4279
101089,Atsumare! Fushigi Kenkyuubu,4280
102256,Ao Ashi,4281
104234,Mahouka Koukou no Rettousei: Natsuyasumi-hen,4282
107118,Shikkakumon no Saikyou Kenja: Sekai Saikyou no Kenja ga Sarani Tsuyokunaru Tame ni Tensei Shimashita,4283
107861,Koi wo Shiranai Bokutachi wa,4284
324,Girl Queen,4285
362,Heaven!!,4286
447,Oretama,4287
609,Tokage Ouji,4288
793,Wanted!,4289
1225,Kaine,4290
1555,Yoru ni mo Makezu!,4291
1834,Kekkon Shiyou yo,4292
2144,Honey Bitter,4293
2914,Robot,4294
3002,PaniPoni,4295
3291,Hanaotoko,4296
3928,Heat,4297
4119,Hakobune Hakusho,4298
4218,Megami Ibunroku: Persona,4299
4254,Ii Hito,4300
4561,Mokke,4301
5423,Ikai Hanjouki: Hiyokoya✡Shoten,4302
6706,Ja-Dou: Tenmou Yatan,4303
6804,3-gatsu no Yume,4304
6971,Radiata Stories: The Epic of Jack,4305
7132,Rakuen Route,4306
8241,Watashitachi no Tamura-kun,4307
8735,Naki Shoujo no Tame no Pavane,4308
10661,.hack//4-koma,4309
10750,Arata Kangatari,4310
10766,Hot Road,4311
12137,Sora no Manimani,4312
12749,I ♥ HS,4313
13278,Esprit,4314
13433,Greed Packet Unlimited,4315
13587,Sasagu Omoi wa Hana Meguri,4316
13823,Vampir,4317
14161,Heartland no Juunin,4318
14758,Kuzumoto-san Chi no Yonkyoudai,4319
15359,Getter Robo Āḥ,4320
15508,Shukuren - Gin no Mori no On,4321
15718,Plastic Girl,4322
16194,Myself ; Yourself Sorezore no Overture,4323
16885,Gakkou no Sensei,4324
17203,Renai Otogibanashi: Happy Assort,4325
17294,Chibi-san Date,4326
18571,Fallen Angels,4327
18736,Kaitai Shinsho Ø,4328
19082,Appleseed Databook,4329
19256,Koukou Kyuuji Zawa-san,4330
20296,Nobara no Hanayome,4331
20599,Maji de Watashi ni Koi Shinasai!,4332
23630,Ro-Kyu-Bu!,4333
23700,Shin Denyuuden Kakumei-hen: Ochita Kuroi Yuusha no Densetsu,4334
24550,Bokura no Himitsu wo Kyouyuu Shiyou ka,4335
24826,MAGiCO,4336
25724,Idol Clubs,4337
28659,Reset!,4338
28875,Toki wo Kakeru Shoujo: After,4339
30557,Makai Ishi Mephisto,4340
31079,Chounouryokusha Saiki Kusuo no Ψ-nan 0,4341
31309,Waltz,4342
33581,Zelda no Densetsu: Skyward Sword,4343
33785,Kimi ni Saku Hana,4344
33915,Dounyatsu,4345
34029,Getenrou,4346
38805,Zettai★Harem,4347
40901,Strike the Blood,4348
41375,Yome ga Kore na mon de.,4349
41657,Digimon Tamers 1984,4350
44229,Super Danganronpa 2: Nanami Chiaki no Sayonara Zetsubou Daibouken,4351
44257,Hinatama,4352
44763,Ito Junji Kyoufu Manga Collection - Circus ga Kita,4353
46716,Masamune-kun no Revenge,4354
48271,Youkai Apartment no Yuuga na Nichijou,4355
54295,Chiisana Hiroba,4356
56187,Sekai Maou,4357
59147,Kamisama x Oresama x Dannasama!?,4358
59799,Hitomi-sensei no Hokenshitsu,4359
61429,LLLL,4360
64989,Geten no Hana,4361
71545,S Love,4362
73435,"Cherry Boy, That Girl",4363
75103,Sword Art Online: Calibur,4364
82345,Match Shoujo,4365
87281,Unlucky Boy Undead Girl,4366
88880,Kishuku Gakkou no Juliet,4367
89972,Slow Start,4368
90098,Masou Gakuen HxH,4369
92807,K: Dream of Green,4370
93099,Shin Crayon Shin-chan,4371
94688,Aoi Tori: Wakuraba,4372
96131,Yappari Taro-kun wa Kou Miete Igai to xxx desu.,4373
97878,Zekkyou Gakkyuu: Tensei,4374
99304,Futsuu no Koiko-chan,4375
102005,BanG Dream!,4376
103968,Last Boss no Mukougawa,4377
105182,Violence Action,4378
105957,Nekomata.,4379
107618,At Each Other's Throats,4380
108537,Almadianos Eiyuuden,4381
111292,Oinari JK Tamamo-chan!,4382
111721,Gensou Gourmet,4383
114379,Meitantei Conan: Zero no Tea Time,4384
112261,Watashitachi wa Koi wo Shiranai,4385
33,Pita-Ten,4386
73,Tenjou Tenge,4387
116,.hack//G.U.+,4388
223,Café Kichijouji de,4389
455,Model,4390
507,Sei♥Dragon Girl,4391
537,Apothecarius Argentum,4392
646,FLCL,4393
761,Rockman.EXE,4394
788,Punch!,4395
1215,Doumu,4396
1252,Hissing,4397
1458,Golden Boy,4398
1707,Yakumotatsu,4399
2558,Itadakimasu,4400
2819,Tsuki to Mizu no Yoru,4401
2957,Mizu no Yakata,4402
3020,Ai no Tame ni,4403
3033,Aiki,4404
3063,Muteki Kanban Musume,4405
3712,Di[e]ce,4406
4628,Shin Yami no Koe - Kaidan,4407
5258,Seishun Shiteru Kai!,4408
5399,Safe Again Today,4409
6566,Ichigeki Sacchuu!! Hoihoi-san,4410
6816,Ochanigosu.,4411
7133,Alpen Rose,4412
7286,Boku no Platinum Lady,4413
8510,Watashi no + Okusuri,4414
8748,Maid Machinegun,4415
8777,Mazin Saga,4416
9797,Mr Ajikko,4417
10265,Tales of Vesperia,4418
10808,Hoshiyomi no Yogensha,4419
11437,"Shinyaku ""Kyojin no Hoshi"": Hanagata",4420
11828,Dancing Baby Karin,4421
12097,Tonari no 801-chan,4422
12284,Hoshi no Furu Machi,4423
12836,A Love in 100 Days,4424
13026,Inu wo Kau,4425
13361,Dante Shinkyoku,4426
13493,N.Y. Komachi,4427
14738,Ane☆Mone Seikaten,4428
16971,Invincible Yeonbyeongeol,4429
17018,Hatsukoi Lunch Box,4430
17134,Junai Labyrinth,4431
17536,Hidan no Aria,4432
17588,Koisuru Purin!,4433
18977,Kimi ga Uso wo Tsuita,4434
19017,Lucky☆Star: Comic à la carte,4435
19896,Witch Craft Works,4436
20181,"Hatarake, Kentauros!",4437
21520,Starry☆Sky: In Summer - Anthology,4438
22993,Accel World,4439
23816,Heart no Kuni no Alice: My Fanatic Rabbit,4440
24637,Bestiarius,4441
24646,Watashi wa Shingo,4442
35373,TiG-HuG Planet,4443
35577,Corseltel no Ryuujitsushi: Koryuu Monogatari,4444
36949,Tasogare-iro no Uta Tsukai,4445
38719,Aquarion Evol,4446
39349,Sasami-san@Ganbaranai,4447
41175,Ane-san Countdown!,4448
44473,Metamorcode,4449
49051,Grisaia no Kajitsu: Sanctuary Fellows,4450
51253,Karneval Bangai-hen: Ashita no Yakusoku,4451
51563,Soul Catcher(S),4452
51733,Tsuritama,4453
52009,Koi nante Shinai!,4454
55123,Seishun Shonbori Club,4455
55157,Juuou Mujin no Fafnir,4456
55763,Tamako Market,4457
55863,Rokka no Yuusha,4458
59913,Hikidashi ni Terrarium,4459
62547,Yugami-kun ni wa Tomodachi ga Inai,4460
63731,Tiger & Bunny Koushiki Anthology,4461
65685,Real Account,4462
74653,Ichiba Kurogane wa Kasegitai,4463
75749,Katsute Mahou Shoujo to Aku wa Tekitai shite Ita.,4464
78695,Chouchou Nannan,4465
83481,Kodomo wa Wakatte Agenai,4466
83587,Subete no Jidai wo Tsuujite no Satsujinjutsu,4467
83877,Kuzu to Kinka no Qualidea,4468
84235,Jiang Ye,4469
85061,Eh? Heibon desu yo??,4470
85205,Only Sense Online,4471
86708,Nibiiro Musica,4472
87660,Heavy Object A,4473
90037,Ashonde yo: Uchi no Inu Log,4474
90223,Shiota-sensei to Amai-chan,4475
90467,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",4476
92737,Tenohira Size.,4477
93379,Tenjin,4478
95895,Hiota no Kanojo ga Ore no Motteru Eroge ni Kyoumi Shinshin Nanda ga......,4479
97328,Valkyrie Drive: Mermaid,4480
97792,Ginga Densetsu: Anju to Jiroumaru,4481
98174,Knight's & Magic,4482
99251,Zombie Maria,4483
100153,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",4484
100310,Ecstas Online,4485
101662,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",4486
104170,Seishun Kijinden! Nishio Gakuen,4487
104322,Risou no Himo Seikatsu,4488
105038,Hinowa ga Yuku!,4489
105948,"Ashita, Kimi ni Aetara",4490
106204,Majo to Yajuu,4491
106609,Ningen Shikkaku,4492
77,Alice 19th,4493
593,Kidou Senshi Gundam SEED: Astray,4494
675,Galaxy Angel 2nd,4495
719,Slayers Special,4496
882,Break Shot,4497
1242,Good Morning Call,4498
1248,Shin Shirayuki-hime Densetsu Pretear,4499
1511,Fight no Akatsuki,4500
1619,Lodoss-tou Senki: Eiyuu Kishi Den,4501
1687,Kanokon,4502
3113,Tsubasa wo Motsu Mono,4503
3266,Koi ni Ochita Ouji-sama,4504
4657,Winter Flowers,4505
4895,Do You Want to Try?,4506
5188,My Sweet Dragon,4507
5242,Peter Panda,4508
5366,Doors of Chaos,4509
5395,"Suki, Tokoro ni yori Arashi.",4510
6320,Fortune Arterial,4511
6802,Goraihou Gakuen e Youkoso!,4512
7530,Akatsuki no Aria,4513
8850,Brave 10,4514
8893,Mouryou no Hako,4515
9990,To Heart 2,4516
10814,Baccano! 1931 The Grand Punk Railroad,4517
11474,Mushi to Medama Series,4518
11559,Aries,4519
11729,Death Edge,4520
12086,Dr. Kotou Shinryoujo,4521
12322,Kami no Hidarite Akuma no Migite,4522
12423,Darling Only You!,4523
14231,Ring ni Kakero,4524
14939,Omamori no Kamisama,4525
15553,Sekai no Hate de Aimashou,4526
16601,Limit,4527
17331,Devil Summoner: Kuzunoha Raidou Tai Kodoku no Marebito,4528
18666,Saikyou! Toritsu Aoizaka Koukou Yakyuubu,4529
19478,Eve no Jikan,4530
19672,Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku♪,4531
20628,Ookami-san to Shichinin no Nakama-tachi,4532
20987,KimiKiss: After Days,4533
21582,Beageruta,4534
21659,Otoko no Isshou,4535
24527,Kutsuzure Sensen: Majo Vasenka no Sensou,4536
25021,Aventurier: Shinyaku Arsène Lupin,4537
25210,Itsuka Tenma no Kuro Usagi,4538
25822,Shin Kidou Senki Gundam Wing: Frozen Teardrop,4539
30447,Sora no Kakera,4540
31925,Tsubaki-chan no Nayamigoto,4541
32315,Biohazard: Marhawa Desire,4542
36369,Oddman 11,4543
36591,Legend of Regios,4544
37151,Kanemochi-kun to Binbou-kun,4545
37783,Kyoukaisenjou no Horizon,4546
42653,Renai Demo Classic,4547
44253,Sangoku Rensenki: Otome no Heihou!,4548
44759,Ito Junji Kyoufu Manga Collection - Michi no Naimachi,4549
45521,Halloween Tantei Oz Williams,4550
48483,Aku no Kyouten,4551
50465,Kimi ga Terasu Koi no Hikari,4552
51453,Magdala de Nemure,4553
51773,Shiryoku Kensa,4554
51815,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken",4555
58209,Shin Kurosawa: Saikyou Densetsu,4556
61019,Sarishinohara,4557
62217,Gekkou SS,4558
66509,Yuki wa Jigoku ni Ochiru no ka,4559
70997,Toaru Nichijou no Index-san,4560
71689,Captain Earth,4561
74343,Steins;Gate: Drops,4562
76105,Kuusen Madoushi Kouhosei no Kyoukan,4563
77213,Aldnoah.Zero,4564
85974,Crows Gaiden: Katagiri Ken Monogatari,4565
